"Path","LineNumber","Pattern","Line"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","95","#[0-9a-fA-F]{3,8}","            <span className=""size-1.5 animate-pulse rounded-full bg-emerald-500 shadow-[0_0_8px_#10b981]"" />"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","96","text-\[[^\]]+\]","            <span className=""text-[10px] font-medium tracking-wider text-emerald-500 uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","100","bg-white","          <Separator orientation=""vertical"" className=""h-3 bg-white/10"" />"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","103","text-\[[^\]]+\]","            <span className=""text-[10px] font-medium tracking-wider text-amber-500 uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","112","text-white","          className=""text-muted-foreground relative size-9 rounded-lg transition-all hover:bg-white/10 hover:text-white"""
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","120","bg-white","        <Separator orientation=""vertical"" className=""mx-1 !h-6 bg-white/10"" />"
"C:\tac-saas\tac-cargo\components\layout\app-header.tsx","131","text-\[[^\]]+\]","                <AvatarFallback className=""bg-primary text-[10px] font-bold text-white"">"
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","149","bg-black","      className=""glass-sidebar noise-overlay border-border/10 my-2 ml-2 h-[calc(100vh-16px)] rounded-r-3xl border-r bg-black/40 backdrop-blur-xl"""
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","159","bg-white","              className=""transition-all group-data-[collapsible=icon]:justify-center hover:bg-white/5"""
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","167","text-white","                  <span className=""font-heading text-base font-bold tracking-tight text-white uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","170","text-\[[^\]]+\]","                  <span className=""text-primary/80 text-[9px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","182","text-\[[^\]]+\]","          <span className=""text-muted-foreground/50 pl-2 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","189","text-\[[^\]]+\]","          <span className=""text-muted-foreground/50 pl-2 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","196","text-\[[^\]]+\]","          <span className=""text-muted-foreground/50 pl-2 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\app-sidebar.tsx","203","text-\[[^\]]+\]","          <span className=""text-muted-foreground/50 pl-2 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\page-layout.tsx","49","text-\[[^\]]+\]","                <span className=""bg-primary/10 text-primary border-primary/20 mb-1 rounded-md border px-2 py-0.5 text-[9px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\layout\page-layout.tsx","55","text-\[[^\]]+\]","              <p className=""text-muted-foreground/70 max-w-lg text-[11px] font-medium tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","118","text-\[[^\]]+\]","              <span className=""text-muted-foreground text-[10px] font-medium uppercase opacity-60"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","131","text-\[[^\]]+\]","                <span className=""text-muted-foreground/60 text-[11px] font-medium tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","147","text-\[[^\]]+\]","                    <span className=""text-muted-foreground/50 text-[9px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","161","text-\[[^\]]+\]","              <CardTitle className=""text-muted-foreground/70 text-[10px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","212","text-\[[^\]]+\]","                                className=""fill-muted-foreground/50 text-[9px] font-black tracking-widest uppercase"""
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","227","text-\[[^\]]+\]","              <span className=""text-muted-foreground/60 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","241","text-\[[^\]]+\]","              <span className=""text-muted-foreground/70 text-[10px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","247","text-\[[^\]]+\]","              <span className=""text-muted-foreground/40 text-[9px] leading-relaxed font-medium tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","257","text-\[[^\]]+\]","                  <span className=""text-muted-foreground/60 block max-w-lg text-[10px] leading-relaxed font-medium tracking-tighter uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","269","text-\[[^\]]+\]","                  <span className=""text-muted-foreground/80 group-hover:text-foreground text-[10px] font-bold tracking-widest uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\chart-sales-metrics.tsx","277","text-\[[^\]]+\]","                  <span className=""text-muted-foreground/80 group-hover:text-foreground text-[10px] font-bold tracking-widest uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","70","text-\[[^\]]+\]","            <AvatarFallback className=""bg-secondary text-[10px]"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","85","text-\[[^\]]+\]","          <span className=""text-muted-foreground text-[10px] tracking-widest uppercase opacity-60"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","123","text-\[[^\]]+\]","            ""rounded border-none px-2 py-0.5 text-[10px] font-bold tracking-wider uppercase shadow-none"","
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","135","text-\[[^\]]+\]","      <span className=""text-[10px] tracking-widest uppercase"">Gateway</span>"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","148","text-\[[^\]]+\]","        <span className=""text-muted-foreground text-[10px] font-medium uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","204","text-\[[^\]]+\]","                    className=""text-muted-foreground/70 h-10 py-0 text-[10px] font-bold tracking-[0.2em] uppercase"""
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","253","text-\[[^\]]+\]","          className=""text-muted-foreground/50 text-[10px] font-bold tracking-widest uppercase"""
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","282","text-\[[^\]]+\]","                className=""hover:bg-primary/10 hover:text-primary h-7 border-none text-[10px] font-bold uppercase transition-all"""
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","301","text-\[[^\]]+\]","                      ""size-7 border-none text-[10px] font-bold transition-all"","
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\datatable-transaction.tsx","317","text-\[[^\]]+\]","                className=""hover:bg-primary/10 hover:text-primary h-7 border-none text-[10px] font-bold uppercase transition-all"""
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-product-insights.tsx","29","text-\[[^\]]+\]","            <span className=""text-muted-foreground text-[10px] font-medium tracking-tighter uppercase opacity-70"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-product-insights.tsx","39","text-\[[^\]]+\]","            <span className=""text-muted-foreground/60 text-[10px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-product-insights.tsx","52","text-\[[^\]]+\]","          <span className=""text-muted-foreground/60 text-[10px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-product-insights.tsx","57","text-\[[^\]]+\]","            <span className=""text-muted-foreground/40 ml-1 text-[10px] font-medium tracking-normal uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-product-insights.tsx","65","text-\[[^\]]+\]","            <span className=""text-muted-foreground/60 text-[10px] font-bold tracking-[0.2em] uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-product-insights.tsx","87","text-\[[^\]]+\]","          className=""hover:bg-primary/10 border-border/40 h-9 w-full text-[10px] font-bold tracking-widest uppercase transition-all"""
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-total-earning.tsx","61","text-\[[^\]]+\]","          <span className=""text-muted-foreground text-[10px] font-medium tracking-widest uppercase opacity-60"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-total-earning.tsx","84","text-\[[^\]]+\]","                  className=""focus:bg-primary/10 text-[10px] font-bold tracking-widest uppercase transition-colors"""
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-total-earning.tsx","101","text-\[[^\]]+\]","                ""flex items-center gap-1 rounded border border-white/10 px-2 py-0.5 text-[10px] font-black"","
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-total-earning.tsx","115","text-\[[^\]]+\]","          <span className=""text-muted-foreground/60 text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\shadcn-studio\blocks\widget-total-earning.tsx","144","text-\[[^\]]+\]","                  <span className=""text-muted-foreground/50 text-[9px] font-bold tracking-[0.15em] uppercase"">"
"C:\tac-saas\tac-cargo\components\shipments\live-map-widget.tsx","9","bg-black","      <div className=""absolute top-4 left-4 z-10 flex items-center gap-2 rounded-full border border-white/10 bg-black/40 px-3 py-1.5 backdrop-blur-md"">"
"C:\tac-saas\tac-cargo\components\shipments\live-map-widget.tsx","14","text-\[[^\]]+\]","        <span className=""font-mono text-[10px] font-bold tracking-widest text-white uppercase"">"
"C:\tac-saas\tac-cargo\components\shipments\live-map-widget.tsx","36","text-\[[^\]]+\]","              <div className=""text-muted-foreground text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","22","#[0-9a-fA-F]{3,8}","                #2890"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","26","text-\[[^\]]+\]","            <div className=""text-muted-foreground mt-1 font-mono text-[10px]"">"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","38","#[0-9a-fA-F]{3,8}","              <span className=""text-warning font-mono font-bold"">#3001</span>"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","40","text-\[[^\]]+\]","            <div className=""text-muted-foreground mt-1 font-mono text-[10px]"">"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","54","text-\[[^\]]+\]","            <div className=""text-muted-foreground mt-1 font-mono text-[10px]"">"
"C:\tac-saas\tac-cargo\components\shipments\recent-updates.tsx","65","text-\[[^\]]+\]","            <div className=""text-muted-foreground mt-1 font-mono text-[10px]"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-list.tsx","148","text-\[[^\]]+\]","                  <div className=""text-muted-foreground flex items-center gap-2 text-[10px]"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-list.tsx","190","text-\[[^\]]+\]","                    <div className=""text-muted-foreground text-[10px] tracking-wide uppercase"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-list.tsx","247","text-\[[^\]]+\]","                <div className=""text-muted-foreground text-[10px] font-medium uppercase"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-stats.tsx","11","text-white","          <div className=""font-mono text-3xl font-bold tracking-tight text-white"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-stats.tsx","14","text-\[[^\]]+\]","          <div className=""text-muted-foreground text-[9px] font-bold tracking-wider uppercase"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-stats.tsx","22","text-white","          <div className=""font-mono text-3xl font-bold tracking-tight text-white"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-stats.tsx","25","text-\[[^\]]+\]","          <div className=""text-muted-foreground text-[9px] font-bold tracking-wider uppercase"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-toolbar.tsx","12","text-\[[^\]]+\]","          <span className=""bg-primary/20 rounded px-1.5 py-0.5 text-[9px] text-white"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-toolbar.tsx","18","text-\[[^\]]+\]","          <span className=""text-foreground-secondary rounded border border-border bg-background/30 px-1.5 py-0.5 text-[9px]"">"
"C:\tac-saas\tac-cargo\components\shipments\shipment-toolbar.tsx","35","text-black","        <button className=""bg-primary hover:bg-primary/90 border-primary flex items-center gap-2 rounded-xl border px-6 py-2.5 text-xs font-bold tracking-wider text-black uppercase shadow-[0_0_20px_rgba(var(--primary),0.3)] transition-all hover:scale-105 active:scale-95"">"
"C:\tac-saas\tac-cargo\components\tracking\tracking-timeline.tsx","87","text-\[[^\]]+\]","                    <div className=""text-muted-foreground bg-muted/30 border-border/50 w-fit rounded-md border px-2 py-0.5 font-mono text-[10px] sm:text-xs"">"
"C:\tac-saas\tac-cargo\components\ui\alert-dialog.tsx","21","bg-black","      ""data-[state=open]:animate-in data-[state=closed]:animate-out data-[state=closed]:fade-out-0 data-[state=open]:fade-in-0 fixed inset-0 z-50 bg-black/80"","
"C:\tac-saas\tac-cargo\components\ui\badge.tsx","8","text-\[[^\]]+\]","  ""h-5 gap-1.5 rounded-sm border border-transparent px-2.5 py-0.5 text-[0.625rem] font-semibold tracking-wide transition-all duration-200 has-data-[icon=inline-end]:pr-1.5 has-data-[icon=inline-start]:pl-1.5 [&>svg]:size-2.5! inline-flex items-center justify-center w-fit whitespace-nowrap shrink-0 [&>svg]:pointer-events-none focus-visible:border-ring focus-visible:ring-ring/50 focus-visible:ring-[3px] aria-invalid:ring-destructive/20 dark:aria-invalid:ring-destructive/40 aria-invalid:border-destructive overflow-hidden group/badge"","
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","20","text-white","                className=""font-serif text-6xl md:text-8xl text-white font-medium"""
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","52","bg-white","                        className=""bg-white/20 rounded-md h-5 w-full"""
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","77","bg-white","                            className=""h-8 w-24 bg-white/10 rounded"""
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","88","text-white","                            className=""text-3xl md:text-4xl font-sans font-medium text-white"""
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","96","bg-white","            <div className=""w-full max-w-[120px] h-1.5 bg-white/10 rounded-full overflow-hidden"">"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","98","bg-white","                    className=""h-full bg-white rounded-full"""
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","133","bg-white","                    className={`w-12 h-12 rounded-lg flex items-center justify-center ${shield.active ? 'bg-white/20' : 'bg-white/5'"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","138","text-white","                    <Lock className={`w-5 h-5 ${shield.active ? 'text-white' : 'text-gray-600'}`} />"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","150","text-white","            <Globe className=""w-16 h-16 text-white/80 z-10"" />"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","197","text-white","                            <h3 className=""font-serif text-xl text-white font-medium"">Typography</h3>"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","215","text-white","                            <h3 className=""font-serif text-xl text-white font-medium"">Layouts</h3>"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","235","text-white","                            <h3 className=""font-serif text-xl text-white flex items-center gap-2 font-medium"">"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","256","text-white","                            <h3 className=""font-serif text-xl text-white font-medium"">Speed</h3>"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","274","text-white","                            <h3 className=""font-serif text-xl text-white flex items-center gap-2 font-medium"">"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","292","text-white","                            <Smartphone className=""w-16 h-16 text-white"" />"
"C:\tac-saas\tac-cargo\components\ui\bento-grid-01.tsx","295","text-white","                            <h3 className=""font-serif text-xl text-white font-medium"">Mobile Ready</h3>"
"C:\tac-saas\tac-cargo\components\ui\button.tsx","27","text-\[[^\]]+\]","        xs: ""h-5 gap-1 rounded-sm px-2 text-[0.625rem] has-data-[icon=inline-end]:pr-1.5 has-data-[icon=inline-start]:pl-1.5 [&_svg:not([class*='size-'])]:size-2.5"","
"C:\tac-saas\tac-cargo\components\ui\chart.tsx","58","#[0-9a-fA-F]{3,8}","          ""[&_.recharts-cartesian-axis-tick_text]:fill-muted-foreground [&_.recharts-cartesian-grid_line[stroke='#ccc']]:stroke-border/50 [&_.recharts-curve.recharts-tooltip-cursor]:stroke-border [&_.recharts-polar-grid_[stroke='#ccc']]:stroke-border [&_.recharts-radial-bar-background-sector]:fill-muted [&_.recharts-rectangle.recharts-tooltip-cursor]:fill-muted [&_.recharts-reference-line_[stroke='#ccc']]:stroke-border flex aspect-video justify-center text-xs [&_.recharts-dot[stroke='#fff']]:stroke-transparent [&_.recharts-layer]:outline-hidden [&_.recharts-sector]:outline-hidden [&_.recharts-sector[stroke='#fff']]:stroke-transparent [&_.recharts-surface]:outline-hidden"","
"C:\tac-saas\tac-cargo\components\ui\chart.tsx","221","border-\[[^\]]+\]","                              ""w-0 border-[1.5px] border-dashed bg-transparent"":"
"C:\tac-saas\tac-cargo\components\ui\code-editor-sheet.tsx","200","bg-black","                className=""data-[state=open]:animate-in data-[state=closed]:animate-out data-[state=closed]:fade-out-0 data-[state=open]:fade-in-0 fixed inset-0 z-50 bg-black/50"""
"C:\tac-saas\tac-cargo\components\ui\dialog.tsx","42","bg-black","        ""data-open:animate-in data-closed:animate-out data-closed:fade-out-0 data-open:fade-in-0 fixed inset-0 isolate z-50 bg-black/80 duration-100 supports-backdrop-filter:backdrop-blur-xs"","
"C:\tac-saas\tac-cargo\components\ui\dropdown-menu.tsx","195","text-\[[^\]]+\]","        ""text-muted-foreground group-focus/dropdown-menu-item:text-accent-foreground ml-auto text-[0.625rem] tracking-widest"","
"C:\tac-saas\tac-cargo\components\ui\radial-orbital-timeline.tsx","275","text-\[[^\]]+\]","                            ""h-5 px-2 text-[10px]"","
"C:\tac-saas\tac-cargo\components\ui\radial-orbital-timeline.tsx","285","text-\[[^\]]+\]","                        <span className=""text-muted-foreground font-mono text-[10px]"">"
"C:\tac-saas\tac-cargo\components\ui\radial-orbital-timeline.tsx","297","text-\[[^\]]+\]","                        <div className=""text-muted-foreground/60 mb-1 flex items-center justify-between text-[10px] tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\ui\radial-orbital-timeline.tsx","321","text-\[[^\]]+\]","                            <h4 className=""text-muted-foreground/60 text-[10px] font-medium tracking-wider uppercase"">"
"C:\tac-saas\tac-cargo\components\ui\radial-orbital-timeline.tsx","335","text-\[[^\]]+\]","                                  className=""border-border hover:bg-muted hover:text-foreground h-6 border px-2 text-[10px]"""
"C:\tac-saas\tac-cargo\components\ui\rive-map.tsx","45","text-\[[^\]]+\]","            <span className=""text-muted-foreground text-[10px] font-bold tracking-widest uppercase"">"
"C:\tac-saas\tac-cargo\components\ui\sheet.tsx","41","bg-black","        ""data-open:animate-in data-closed:animate-out data-closed:fade-out-0 data-open:fade-in-0 fixed inset-0 z-50 bg-black/80 duration-100 data-ending-style:opacity-0 data-starting-style:opacity-0 supports-backdrop-filter:backdrop-blur-xs"","
"C:\tac-saas\tac-cargo\components\ui\table.tsx","73","text-\[[^\]]+\]","        ""text-muted-foreground/80 bg-muted/30 h-10 px-3 text-left align-middle text-[10px] font-semibold tracking-[0.15em] whitespace-nowrap uppercase first:rounded-tl-md last:rounded-tr-md [&:has([role=checkbox])]:pr-0"","
"C:\tac-saas\tac-cargo\components\ui\tracker-card.tsx","28","bg-\[[^\]]+\]","        ""bg-[hsl(var(--muted)/0.3)]"","
"C:\tac-saas\tac-cargo\components\ui\tracker-card.tsx","29","bg-\[[^\]]+\]","        ""bg-[size:80px_80px]"","
"C:\tac-saas\tac-cargo\components\ui\tracker-card.tsx","132","#[0-9a-fA-F]{3,8}","                bgColor=""#ffffff"""
"C:\tac-saas\tac-cargo\components\ui\tracker-card.tsx","133","#[0-9a-fA-F]{3,8}","                fgColor=""#000000"""
"C:\tac-saas\tac-cargo\components\nav-main.tsx","54","text-\[[^\]]+\]","        <SidebarGroupLabel className=""text-muted-foreground/50 mb-2 text-[10px] font-bold tracking-[0.15em] uppercase"">"
"C:\tac-saas\tac-cargo\components\nav-main.tsx","70","text-\[[^\]]+\]","      <SidebarGroupLabel className=""text-muted-foreground/50 mb-2 text-[10px] font-bold tracking-[0.15em] uppercase"">"
"C:\tac-saas\tac-cargo\components\nav-main.tsx","135","text-\[[^\]]+\]","                                ""h-8 text-[11px] transition-colors"","
"C:\tac-saas\tac-cargo\components\nav-secondary.tsx","51","text-\[[^\]]+\]","                        ""text-[11px] font-medium tracking-tight"","
"C:\tac-saas\tac-cargo\components\nav-user.tsx","91","text-\[[^\]]+\]","                  <AvatarFallback className=""bg-secondary rounded-md text-[10px]"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","101","text-\[[^\]]+\]","                <span className=""text-muted-foreground/60 truncate text-[10px] font-medium tracking-tighter uppercase"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","118","text-\[[^\]]+\]","                  <AvatarFallback className=""bg-secondary rounded-md text-[10px]"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","126","text-\[[^\]]+\]","                  <span className=""text-muted-foreground/60 truncate text-[10px] font-medium tracking-tighter uppercase"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","134","text-\[[^\]]+\]","              <DropdownMenuItem className=""focus:bg-primary/10 focus:text-primary cursor-pointer px-3 py-2 text-[11px] font-bold tracking-widest uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","141","text-\[[^\]]+\]","              <DropdownMenuItem className=""focus:bg-primary/10 cursor-pointer px-3 py-2 text-[11px] font-bold tracking-widest uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","145","text-\[[^\]]+\]","              <DropdownMenuItem className=""focus:bg-primary/10 cursor-pointer px-3 py-2 text-[11px] font-bold tracking-widest uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","149","text-\[[^\]]+\]","              <DropdownMenuItem className=""focus:bg-primary/10 cursor-pointer px-3 py-2 text-[11px] font-bold tracking-widest uppercase transition-colors"">"
"C:\tac-saas\tac-cargo\components\nav-user.tsx","158","text-\[[^\]]+\]","                className=""text-destructive focus:bg-destructive/10 focus:text-destructive cursor-pointer px-3 py-2 text-[11px] font-bold tracking-widest uppercase transition-colors"""
